# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
FIP1L1	53377643	53460861
NCF4	36860995	36880544
GTPBP3	17334920	17342735
TARDBP	11012344	11026420
FRG2	190028329	190031235
RPL6	112405190	112418838
HLA-DMB	32934629	32941070
SCOC	140257286	140385726
FBXO30	145793502	145814753
LRTOMT	72080331	72110782
GCA	162318840	162371595
ZNF609	64460742	64686068
IRX4	1877413	1887236
PLEKHS1	113751454	113783429
CDC42EP5	54472957	54481158
RAD18	8775402	8963773
OR8H2	56105018	56106055
GOLGA6L1	23133045	23141599
PIM1	37170203	37175426
KRT38	41436446	41440921
FAM71A	212624474	212626778
KRTAP1-4	41029824	41030231
RIMS2	103500748	104256094
SLC38A4	46764761	46832408
ATP5D	1241746	1244826
TRPC7	136213320	136365537
SPTAN1	128552558	128633662
TSHR	80954989	81146302
SMO	129188872	129213545
MYO15A	18108706	18179802
GPR85	113078331	113087778
PKIA	78516139	78605267
STAT2	56341597	56360155
PSMB8	32818694	32822680
CT45A10	135881063	135889086
RFX5	151340640	151347357
LRRC23	6873569	6914243
KIAA1324	109113679	109206781
DHFR	80626228	80654983
FKBP15	113161006	113221361
IFITM10	1732410	1750591
TNNI3	55151767	55157773
ZMAT1	101882288	101932031
VCY1B	14056217	14056958
OR7D4	9213850	9214871
MZT2B	130181737	130190729
LRRK2	40196744	40369285
ZNF606	57977053	58003349
NPHP3	132680609	132722442
CAB39L	49308650	49444126
RNF166	88696495	88706421
ALKBH3	43880811	43920266
NAPEPLD	103099776	103149564
KRTAP1-3	41034011	41034982
TEX12	112167372	112172559
ZNF574	42068477	42081565
XYLT1	17101769	17470881
ZBTB5	37438114	37465399
NAPB	23374519	23421519
OR2H2	29587555	29589138
PKD1	2088710	2135898
PRRT1	32215364	32221379
ZNF717	75709643	75785583
COL11A1	102876467	103108496
DCTN6	30156297	30183640
GTPBP8	112990918	113015060
TFEB	41683978	41736259
NCK1	136862208	136949823
SELPLG	108622277	108633959
BMP3	81030965	81057531
CASP4	104942866	104969436
GTF3C1	27459555	27549913
DLAT	112024814	112064390
KBTBD3	106051098	106077765
DNM3	171841498	172418466
UNC119	28546707	28552668
OR13F1	104504263	104505222
GPR162	6821545	6829972
KRTAP1-1	41040684	41041586
C15orf43	44956702	44979229
B3GALT5	39556442	39673137
HSPBAP1	122740003	122793824
KLC4	43040777	43075099
PPP2R4	129110950	129148946
ZNF573	37735833	37817300
IQCE	2558972	2614734
FAM3C	121348851	121396364
ABLIM2	7965310	8158832
CTSD	1752752	1763992
ORC6	46689643	46698394
DNHD1	6497260	6593758
MEX3D	1554669	1568058
CLEC7A	10116777	10130258
CDK11B	1635227	1722818
OVOS2	31111652	31206154
CBX6	38861450	38872314
SLC8A1	40097270	40611053
SLC31A2	113150942	113164137
IARS	92210207	92293756
B4GALT1	33104082	33167356
SMAD6	66702228	66782848
INTS8	94813311	94881746
RP11-307N16.6	23979700	24321031
HEMK1	50569152	50596168
RELT	73376264	73397474
SAXO1	18927658	19049354
GPRC5C	74424851	74451653
LMTK3	48485271	48513189
GCM2	10873223	10881941
A1CF	50799409	50885675
NBPF1	16562319	16613562
RP11-106M3.5	72266746	72319946
FAM160B2	22089159	22104898
HLA-C	31262172	31265564
C1QTNF9	24307166	24322535
TMEM185A	149596556	149631912
MPO	58269856	58280935
PIK3R3	46040140	46133036
SOX8	981808	986979
UBR1	42942897	43106113
CLASRP	45039040	45070956
ARHGEF19	16197854	16212609
RP11-795F19.5	80034346	80097088
SLC12A7	1050376	1112035
AMT	49416778	49422753
TMEM120A	75986837	75994659
GART	33508081	33521016
TCEB1	73939169	73972287
KRT32	41459811	41467429
TEAD1	12674591	12944483
SLC18A3	49610301	49612720
PPA2	105369077	105474081
GRIK5	41998321	42069498
ALOX15B	8039017	8049134
PPIP5K2	103120149	103212799
GABBR1	29555714	29633284
NREP	111662621	111997464
SAGE1	135889205	135913061
OR7D2	9185594	9188817
SLITRK3	165186720	165197109
KIR3DL3	54724479	54736536
AVEN	33866227	34039176
LRRN1	3799437	3847703
FOXF2	1389834	1395597
SKIV2L	31959080	31969755
TBX15	118883046	118989556
MARCH8	45470650	45480390
KLHL14	32672671	32773062
RXFP2	31739542	31803388
DYRK1A	37365790	37517450
LRIF1	110947185	110964079
GJB7	87282978	87329278
RP11-618P17.4	34396315	34409364
CTRB1	75219000	75224924
UBL7	74445977	74461182
MAP4K5	50418501	50561126
ARSD	2903970	2929351
RAD23A	12945855	12953642
TEX35	178513077	178548602
FBL	39834458	39846414
C10orf128	49154725	49188585
PDCD6IP	33798352	33869707
RTN4	54972187	55112621
RNASEK-C17orf49	7012635	7017520
SIRT7	81911939	81921323
TUBGCP5	22983146	23039654
MISP	751126	764318
ACTL10	33666498	33668525
SDCBP	58552924	58582860
OTOA	21678514	21760729
DMTF1	87152361	87196337
RBM44	237798389	237842808
PRAME	22547701	22559361
RNASEK	7012417	7014532
PPID	158709134	158723396
ANKLE1	17281645	17287646
CALCR	93424487	93574730
MYO1F	8520790	8577577
GDF6	96142330	96160792
LUC7L	188969	229463
RASAL1	113098819	113136239
SPAM1	123925237	123971414
ADAM28	24294040	24359018
RDX	110174880	110296722
C4orf46	158666679	158672255
CYP7B1	64587763	64798761
ZNF665	53159213	53193386
SYT6	114089291	114153919
INTS1	1470277	1504367
MFAP2	16974502	16980835
ARNTL2	27332854	27425289
C2orf42	70149880	70248615
CYSLTR2	48653711	48711226
TMCO5A	37921939	37967724
KHDC1L	73223544	73225770
PQLC1	79902420	79951664
ETFDH	158672125	158709623
ERAP2	96875939	96919716
CDY2B	17877410	17880220
ZNF454	178941191	178966433
SDC1	20200797	20225433
MFRP	119338934	119346673
TCF15	603797	610398
GGH	63015079	63039171
PHOX2B	41744082	41748970
KIDINS220	8725278	8837630
MRPL11	66435075	66466738
CLIC6	34669389	34718227
EHF	34621093	34661057
AK9	109492856	109691217
MFRP	119341168	119346673
DQX1	74518131	74526336
WDR33	127701022	127811187
C2	31959563	31985058
SCARA5	27869882	27992727
RBM24	17281346	17293875
C20orf144	33662284	33665619
CACNG8	53963040	53990215
MBOAT4	30131824	30144686
C20orf85	58150904	58161150
H2AFX	119093854	119095467
PTCD2	72320367	72368395
TCTN1	110614027	110649430
CACNG6	53992288	54012669
NLGN1	173396284	174286644
LTC4S	179793980	179796647
IGDCC3	65327127	65378040
OR13C4	104526253	104527209
CRKL	20917426	20953749
KRTAP2-1	41046666	41047441
OR13C3	104535749	104536856
PARP4	24420926	24512810
OR52N5	5777634	5778667
FAM222A	109714228	109770507
C11orf73	86302211	86345931
UROS	125784980	125823248
RITA1	113185526	113192368
KRTAP3-3	40993430	40994133
CYSLTR1	78271464	78327691
CHRM5	33968720	34067457
OR13C8	104569168	104570130
POU5F1	31156777	31163150
MRPS33	141002610	141015228
SERPIND1	20773879	20787720
RTP2	187698259	187702557
LDLRAD3	35943981	36232136
KRTAP3-2	40999193	40999894
BAG6	31715314	31728984
NBPF20	145289900	145405778
GATSL2	74964818	75024798
NECAB3	33657087	33674463
ATP5I	672436	674338
KRT35	41476689	41481140
S100PBP	32816767	32858879
CPVL	28995231	29195451
DNAJC30	73680969	73683453
SLC13A2	28473293	28497781
RING1	33378855	33383082
RPL21	27251309	27256691
NDUFA7	8308768	8321396
FAM206A	108934181	108950744
LRRC36	67326798	67385203
ASIC1	50057548	50083611
RCC1	28505943	28539300
RAB1B	66268533	66277492
CLCA4	86547078	86580754
TBC1D19	26576437	26755351
LSAMP	115802363	117139389
ATG3	112532509	112562046
CLVS2	122995971	123072927
MAK	10762723	10838555
UBL3	29764371	29850684
MLF1	158571163	158607252
PIGU	34560542	34698790
MKLN1	131110096	131496636
CHAT	49609095	49665104
SNAP29	20858983	20891218
CDK14	90466424	91210590
HS6ST3	96090839	96839562
OR5V1	29355230	29431967
CCDC81	86374736	86423109
OR52N2	5820314	5821348
CCDC42	8729934	8745219
SPACA1	88047789	88066832
OR11A1	29425504	29457071
CNOT2	70242994	70354993
BCL6	187721377	187745727
SPRYD4	56468567	56479707
RIOK2	97160867	97183260
CST2	23823769	23826731
KIR3DL3	54654506	54666521
KDM6B	7839904	7854796
MIP	56449502	56469166
NFRKB	129863636	129895590
P2RY8	1462572	1537107
CLPTM1L	1317744	1345099
TIGD4	152769354	152779764
METTL21C	102685744	102694504
BATF3	212686418	212699985
TRIM22	5689689	5737089
FAM81B	95391344	95450454
TENM3	182143987	182803024
FAM46C	117605934	117628372
FXN	69035259	69100178
PPM1B	44167969	44244384
DNAJA3	4425805	4456775
LRP4	46856868	46918642
DAB1	56994778	58546734
PEX5	7188685	7218574
ATP13A2	16985958	17011928
ST3GAL2	70375978	70439237
AGER	32247977	32251333
GALNTL6	171812254	173041559
PRRT1	32224781	32230795
FKBP11	48921518	48926474
ARV1	230978981	231000595
MZT2A	131464900	131492743
CES5A	55846154	55956031
RBMXL2	7089027	7090900
FAM65C	50586108	50691528
KIR2DL4	54789815	54800891
ZNF683	26361634	26374522
PRDM11	45095806	45235124
KRT36	41486136	41492546
FGF12	192139395	192767764
SALL4	51782331	51802520
CCS	66592821	66606019
KRBA2	8368637	8376711
IGFALS	1790413	1794971
PDE4DIP	148808181	149048286
TUBA3D	131476093	131482934
NME1-NME2	51165435	51171747
LILRA4	54315894	54346149
C12orf45	104986310	105049737
ANKRD13B	29589769	29614761
EPG5	45847609	45967274
GEMIN2	39114223	39136973
RFX7	56087280	56243266
NTNG1	107140007	107483458
PYCR1	81932384	81942412
TSPAN5	98470367	98658629
TOR3A	179081377	179098023
EPHA2	16124337	16156087
OR12D3	29373423	29375291
COL14A1	120059780	120372036
CCDC168	102729369	102759070
RP1	54616067	54630834
HMG20A	77420412	77485607
RNF13	149812708	149962139
WBSCR22	73683025	73705161
TGIF2LY	3579041	3580041
TNFRSF10D	23135588	23164030
VNN2	132743870	132763459
TXLNG	16786427	16844519
HIST1H2AI	27808199	27808701
NAIP	70968483	71025114
ARFIP1	152687727	152918463
ANKRD20A3	66106815	66153135
MSH5-SAPCD1	31727419	31752228
MYLK	123610049	123884331
CCL2	34255218	34257203
PIK3R3	46043661	46176488
ADH1B	99304964	99321401
SDF4	1216908	1232031
FOXR2	55623400	55625325
TUBB6	12307669	12344320
RP11-322N21.2	46175486	46176478
GLIPR1L2	75391070	75432688
ELP4	31509750	31783998
ZDHHC2	17156029	17224799
KCNQ3	132120859	132480953
MBIP	36298558	36320676
PODXL	131500262	131558217
CHL1	196596	409417
ELFN2	37367960	37427470
PIGW	36535020	36539310
SYNDIG1	24469199	24666616
PLK2	58453982	58460260
TLL1	165873258	166103895
LTBP4	40592883	40629818
SUMF1	3700814	4467281
HMHB1	143812161	143820719
LRCH3	197791226	197888436
TNF	31615015	31617784
GBP2	89106132	89150456
MCC	113022099	113488830
NDNL2	29409413	29411093
CD200R1	112921209	112975122
ILVBL	15114984	15125785
ZNF677	53235381	53254898
VSIG8	159854316	159862657
FAM189A1	29260596	29720617
GLS2	56470944	56488414
C1QL3	16513743	16522005
NCR1	54576966	54586961
KIR2DL3	54654486	54697851
SLC35G5	11330888	11332208
HLA-G	29823845	29828003
FANCL	58159243	58241372
IGDCC4	65381464	65423072
TUBG1	42609676	42615234
NFKBIB	38899700	38908893
ZDHHC15	75368427	75523502
NXF3	103075810	103093125
TNS2	53046969	53064372
FAM178A	100912569	100965136
MATR3	139293648	139331359
PPT2	32220447	32238987
CDS2	5126786	5197887
GADD45GIP1	12953119	12957236
PRKD1	29576479	30191898
TTC33	40714475	40755975
ALDH1L2	105019784	105084577
FAM60A	31282857	31329331
ADAM9	39101863	39105144
MT1HL1	237004103	237004418
ZNF235	44228729	44305046
ZNHIT3	36486629	36499310
PBX2	32133204	32138654
OBFC1	103882542	103918205
SLAMF7	160739057	160754821
THG1L	157731197	157741448
HLA-DRB3	32444128	32521486
KCNH3	49539157	49558308
NUF2	163266576	163355764
ZNF425	149102784	149126346
IL9R	155997581	156010817
SPRY1	123396795	123403760
GJA5	147756199	147773362
EME2	1773207	1781708
SPRR2A	153056113	153057537
YTHDC2	113513683	113595285
ADH1C	99336492	99353027
NACAD	45080438	45088914
PGBD5	230314482	230425729
TTLL6	48762235	48817214
FAM3A	154506159	154516242
SOX14	137764284	137766338
CNN3	94896949	94927278
SH2D4A	19313617	19396218
NFKBIZ	101827991	101861022
RPL31	101001715	101024032
THOC3	175917873	176034680
DGUOK	73926826	73958961
ANPEP	89784889	89815401
TMEM219	29940885	29973052
ZNF557	7069444	7087968
TULP1	35497874	35512938
DNAAF3	55158661	55166722
EPS8	15620158	15882329
MTX2	176269395	176338025
LANCL1	210431249	210477652
IL33	6215786	6257983
MED12	71118556	71142454
VPS33B	90998416	91022603
IER3	30735460	30736815
UQCRC2	21952660	21983660
WNT11	76186325	76210736
TBRG1	124622836	124635398
ITGAV	186590065	186680901
NCR3	31665195	31669285
SPC24	11131520	11155808
TOP2A	40388516	40417950
PDP1	93857807	93926066
DCBLD1	117453817	117569858
GPR12	26755200	26760785
KIAA0319	24544104	24646155
SERF1A	70900665	70918530
PDIA6	10783391	10837977
RBFA	80034358	80046397
YTHDF1	63195429	63216234
HCRTR1	31617686	31632518
USP14	158383	214629
CD6	60971680	61020377
C19orf35	2274622	2282176
SPRR2F	153112114	153113515
DNAH5	13690331	13944543
CD58	116514535	116571039
TFAP2B	50818723	50847613
SPRR2E	153093135	153106184
SPATA13	23979805	24307074
RDH11	67676801	67695814
TGIF2LX	89921882	89922883
ABCG5	43812472	43838865
SPRR2B	153070224	153070840
KRTAP5-6	1694414	1694974
MAML1	179732850	179796511
TRIM26	30174354	30203317
ALG10	34022281	34029694
BEND7	13438484	13528974
OR5AN1	59364412	59365448
TRIB1	125430321	125438405
SERPINA5	94561442	94593120
CASP9	15490832	15526534
PPFIA2	81257975	81759553
IFITM10	1729629	1732648
OR5A2	59421943	59422976
PAIP1	43526267	43557758
OR5A1	59443144	59444194
ANKRD9	102501760	102509799
ZNF692	248850006	248859144
MMGT1	135962070	135974063
FAM134C	42579513	42610623
SLC12A1	48191664	48304078
FOXK2	82519713	82644662
C6orf25	31706001	31714117
B4GALNT2	49132460	49176840
RGS20	53851808	53959303
MOSPD2	14873441	14922327
OMA1	58415384	58546802
AGPAT1	32244640	32254524
ZNF227	44207547	44237268
TECPR2	102362963	102502481
PCCA	100089015	100530435
TMEM177	119679167	119686507
BPI	38260149	38337505
EYA3	27970344	28088696
ABHD1	27123789	27130812
GRM6	178978327	178996206
PPM1F	21919420	21952837
NEMP2	190504342	190534722
OXTR	8750408	8769628
C2orf70	26562582	26579532
ATG16L2	72814308	72843674
SPEF2	35617844	35814611
GOLGA8S	23354748	23367231
ENHO	34521040	34523041
KIR3DL3	54724447	54736132
GJA3	20138255	20161049
DCP1A	53283428	53347610
HLA-DOB	32846263	32850548
PRAMEF19	13369067	13371693
FAM208B	5684838	5763740
MS4A10	60785348	60801305
TMEM232	110289233	110738956
SHCBP1L	182899865	182953525
CNTNAP5	124025287	124915287
TEX261	70985938	70994945
PTER	16436943	16513745
OPTN	13099449	13138308
NUP205	135557919	135648757
NSF	46419843	46586373
CEP104	3812081	3857214
MEF2D	156463727	156500828
APOL6	35648395	35668409
ITGB3BP	63440770	63593721
POLM	44072247	44082540
ATG9A	219209772	219229717
CNTNAP3	39072767	39288315
SFTA3	36473288	36513829
AXL	41219203	41261766
ARPC4	9792495	9807726
COL4A3	227164565	227314792
EPHB2	22710839	22921500
VAPB	58389122	58451101
PRPSAP2	18840085	18931287
CEP128	80476983	80959517
FRMD1	168055745	168081557
ITGB5	124761948	124901418
ORC2	200908973	200963680
FBXO32	123497889	123541206
CST5	23875935	23879750
SRXN1	646615	653370
SON	33542618	33577481
PRAMEF17	13389632	13392629
TCEA3	23381061	23424740
STON2	81260656	81436465
SLC48A1	47753916	47782753
FBXO6	11664124	11674354
KIR2DS4	54762712	54778593
SPATA20	50543058	50555852
SCN9A	166195185	166375993
AC073610.5	48921963	48939663
STEAP1	90154375	90164829
LHX1	36938617	36946445
PBX2	32184741	32190186
PTCHD3	27445487	27461668
KRAS	25204789	25250936
TECTB	112283735	112305035
SREK1	66139971	66183615
MYOG	203083132	203086036
ITFG1	47154387	47464149
RGS22	99960936	100131268
SCRT2	661596	676179
IL1F10	113067970	113075850
RING1	33137310	33141537
CAMTA1	6785324	7769706
LIPK	88724544	88752786
TMEM79	156282935	156293185
NCAPH	96335787	96373845
SCGB1C2	137526	139067
TSSK2	19130808	19132623
OSBP2	30693782	30907824
RBX1	40951347	40973309
APLP1	35867899	35879791
TSSC1	3188925	3377882
PRAMEF20	13410450	13421328
DGCR14	19130279	19144684
NFATC3	68084751	68229259
C2CD2L	119102198	119118544
TPSD1	1256059	1258998
WFDC13	45702016	45708817
HLA-DQA1	32606510	32628863
RAB11B	8389981	8404434
FAM173B	10226330	10249897
AGMAT	15572353	15585110
SUV420H1	68154863	68213828
NFS1	35668055	35699359
PDGFD	103907186	104164379
DTHD1	36281622	36345756
PLCG1	41136960	41196801
PRKCH	61187559	61550976
TMEM178B	141074232	141480380
MYLK4	2663629	2750966
PBRM1	52545352	52685917
SNAPC4	136375577	136398797
RLN2	5299868	5304969
SIAH3	45777243	45851736
HLA-DPA1	32993608	33009820
DDI1	104036580	104039188
ZBTB26	122915566	122931500
NPHP4	5862811	5992473
C19orf84	51388289	51390574
ATAT1	30671478	30691459
RIMBP2	130396137	130716281
OR1E1	3397104	3398410
C20orf96	270863	290778
SLC37A3	140293693	140404433
HLA-DOB	32735083	32739368
UGT1A9	233671853	233773300
KIR3DL1	54716259	54760779
GOSR1	30477362	30527592
GTF3C2	27325849	27357034
TUBB	30720201	30725426
COPS8	237085312	237100466
B3GNTL1	82942371	83050530
FNIP2	158769138	158908049
GAL3ST1	30554635	30574587
KIR2DL3	54724459	54767895
TRAPPC9	139730343	140458579
KRTAP3-1	41008521	41019324
MACC1	20134655	20217404
SH3BP2	2793023	2841098
ATP5J	25716503	25735673
KRTAP1-5	41026026	41027202
CASS4	56412112	56460387
SCN2B	118161951	118176673
C3orf17	113002440	113019861
HMCES	129278828	129306186
ZNF395	28345585	28402701
FCN3	27369112	27374824
ANO1	70078302	70189528
IER3	30733457	30734812
UGT1A10	233636454	233773305
PYGL	50857891	50944736
NAT1	18170477	18223689
LYRM5	25195216	25209645
ALDH18A1	95605929	95656706
AUH	91213815	91361913
GBP7	89131751	89176040
FABP5	81280363	81284777
CCDC86	60842071	60851081
ARMT1	151452258	151470101
RP5-850E9.3	646626	675800
TAT	71565660	71577130
TNF	31643520	31645322
TAP1	32823186	32831955
DNAH8	38715341	39030529
PRSS56	232520463	232525716
LIPN	88761406	88778242
DPH7	137554904	137578935
DHX35	38962299	39039723
OR3A3	3420568	3421533
PSMD5	120815496	120842984
LY6G6C	31706055	31709252
PTGDR2	60850940	60855971
ZSCAN1	58034032	58054631
MED30	117520713	117540262
CX3CL1	57372458	57385048
SYNRG	37514797	37609496
SLX4IP	10435303	10636829
CLHC1	55174791	55232563
C4orf45	158893134	159038760
CLIC1	31806863	31816046
GPR87	151294086	151316952
COL4A4	227002711	227164113
APOA5	116789367	116792420
MYH11	15788289	15942169
CEP152	48712928	48811146
LSS	46188141	46228824
SRBD1	45388680	45612165
LRRC38	13474977	13514048
LATS1	149658153	149718256
WDR90	649311	667833
MAS1L	29486697	29487956
GLIS2	4314761	4339597
CLGN	140388455	140427968
TIA1	70209444	70248660
SMPD4	130151392	130182750
CDC40	110180141	110254275
DPAGT1	119096503	119108331
PPARGC1A	23755041	23904089
LAPTM4B	97775057	97853013
CORO7-PAM16	4340251	4420494
AK3	4709559	4742043
STK4	44966474	45079959
PPP1R11	30057093	30060717
JUP	41754604	41786931
HIST1H1A	26017085	26017732
STARD13	33103135	33350630
TLR10	38772239	38782990
PKP1	201283452	201332993
SAV1	50632058	50668331
RASD1	17494437	17496395
DPH2	43970000	43973369
PLEKHA2	38901235	38973909
CECR2	17359949	17558149
CEP170	243124428	243255348
RPL3	39312882	39320389
IFI6	27666061	27672218
FOXC1	1609972	1613897
TIMM22	997117	1003671
CCDC65	48904110	48931840
SP4	21428034	21514822
MCRS1	49556544	49568153
MIER2	301444	344807
RNASE6	20781051	20782467
SNRPD3	24555503	24609980
KRT12	40861303	40867210
MYZAP	57591941	57685364
DYNLL2	58083415	58095536
ZPLD1	102099244	102479841
LHFPL2	78485215	78770021
CRIPAK	1391552	1395989
ZNF572	124973298	124979389
SKP1	134148935	134177038
MRPL18	159789812	159798436
CD7	82314868	82317602
TMEM88B	1426128	1427787
S100Z	76850001	76921650
NPDC1	137039470	137046203
BPIFB6	33031648	33044047
ZFP14	36334453	36379199
HLA-DRB1	32444148	32590068
GSTP1	67583595	67586660
NRDE2	90267856	90332137
SYMPK	45815410	45863290
GINS1	25407727	25452628
TSHZ2	52972407	53495330
IFNLR1	24154157	24187959
BMPER	33904911	34155872
TMEM30A	75252924	75284968
APOA4	116820700	116823306
NUBPL	31489956	31861224
LCN1	135521438	135526532
POU5F1	31209245	31215620
TTC23L	34838833	34899456
OR4D1	58155133	58156156
ZAN	100733626	100797797
AP4E1	50908672	51005900
TIMM10B	6481485	6508978
HCAR3	122714756	122716892
PARP8	50665899	50846522
EMX1	72916260	72936071
OLFML3	113979391	114035572
ZNF236	76822607	76970727
ZSCAN18	58083838	58118427
VWA5B2	184230429	184242329
CFHR5	196977556	197009674
KLHL4	87517749	87670050
OR8H3	56122373	56123311
HCAR2	122701293	122703343
STX7	132445867	132513198
MICB	31494881	31511124
OXA1L	22766522	22773041
SLC25A46	110738136	110765161
CEP170	243124428	243255321
GIGYF1	100679507	100689448
MYH7	23412738	23435718
THEM6	142727203	142736927
OR10J3	159313670	159314659
TNXB	32016970	32093383
STATH	69995930	70002570
PROP1	177992545	177996421
METTL24	110245928	110358272
PTPN18	130356007	130375409
ACBD3	226144679	226186730
CIB4	26581202	26641368
CITED4	40861051	40862366
GTF2H2C_2	70182128	70214752
UGT1A3	233729108	233773299
F13B	197039191	197067267
VN1R2	53258292	53261837
TPRX1	47801243	47819051
CLSPN	35720218	35769967
CEACAM7	41681649	41685845
ID4	19837386	19840684
SCD5	82629539	82798857
PSMC1	90256495	90275429
LPAR2	19623668	19628930
ETF1	138506095	138543300
CCDC87	66590176	66593083
NEU3	74988134	75018893
PAMR1	35431823	35530300
FHDC1	152936352	152979696
VPS25	42773436	42779599
CCNC	99542380	99568973
LIPM	88802730	88820546
HNRNPA1	54280193	54287088
SYNE2	63852983	64226433
NUPL1	25301524	25349800
SKI	2228695	2310119
GPC3	133535745	133985895
SLC26A5	103352730	103446177
